Giftresistenz,,,"- Lehrt Constantino nach Lehrlingsbeitritt bei einem der Meister (3LP)
- Giftresistenz-Elixier verkauft Constantino in Kap. 3
- Giftresistenz-Elixier fällt von Pandrodor
- Giftresistenz-Elixier steht auf Podest nach Kampf mit Raven in Jharkendar
- Charaktere mit Gift-Spezialisierung oder Pfad des Verdammten erhalten +2 Resistenzstufen zu Beginn
- Weitere Stufe bei Erreichen von Alchemie-Level 100
- Noch eine weitere in Masjafu-Notiz",,,,,,,,"Benötigt in GD-Sümpfen und gegen Vergiftungen durch Sumpftruthen/Zombies/Fallen.
Vollständige Giftimmunität wurde entfernt – stattdessen fünf Resistenzstufen.
Je höher die Resistenz, desto langsamer bewegt sich der Vergiftungsbalken und desto schneller verschwindet der Effekt.
Vergiftung reduziert kritische Trefferchance, verlangsamt Laufgeschwindigkeit und schwächt andere Parameter",,,,,,,,,,,,-
Schriftrollen herstellen,,,Gallahad (Nach Wahl der Magieschulung bei Belohnungsabholung),,,,,,,,"Goldkosten sind hoch, benötigte Schriftrollenmengen können problemlos in der Spielwelt gefunden werden. +1 Intelligenz pro gelernter Schriftrolle",,,,,,,,,,,,nur Gold
Sprachen der Alten,,,"1. Myxir
2. Eremit (Lehrt uns nur eine, die wir noch nicht können
Priorität: Bauern>Rest)",,,,,,,,"Must have. Lernen immer Bauernsprache und eine der beiden höheren. Ausnahmen sind z.B. Dunkler Ritter, Paladin, Druide und Hybride, die beide Statistiken benötigen.",,,,,,,,,,,,"5LP 1200g
10LP 3000g
10LP 3000g"
Druidensprache,,,Kormak an der Westküste,,,,,,,,"Must have. Benötigt für Hauptquest der Region, zum Erlernen druidischer Fähigkeiten und zum Lesen von Westküsten-Tafeln",,,,,,,,,,,,3LP
Orksprache,,,"1. Notiz in Truhe in Xardas' Altem Turm
2. Ur-Azog (nach Schamanen-Beitritt für 2 LP)",,,,,,,,"Must have. Ohne sie kann der Ork-Quest nicht begonnen werden.
Wenn Turm-Monster Probleme bereiten, kann Notiz auf Schwarzer Galeere geholt werden.",,,,,,,,,,,,"2 LP oder
kostenlos"
Dämonensprache Lenga,,,"Lehrt Kreol
Außer LP-Kosten muss man ihm 15k Gold oder 300 Karma zahlen
oder Errungenschaft ""Beliars Hand"" haben, die man für 100 Menschentötungen erhält",,,,,,,,"Must have. Gibt 25 Intelligenz und ermöglicht das Lesen dämonischer Tafeln
Lernen über Errungenschaft, die wir locker durch Banditen-Tötungen in Khorinis und Jharkendar erhalten.",,,,,,,,,,,,10 LP
Suppen kochen,,,"1. Edda (aus dunklen Pilzen / Schildkrötenfleisch / Fischsuppe / aus Rüben)
2. Snaf (aus dunklen Pilzen / Buddlerfleisch / Käferfleisch)",,,,,,,,"Must have. Geringer Goldaufwand für permanente Statistiken.
Pilzsuppen sind mehrfach verwendbar",,,,,,,,,,,,nur Gold
Kuchen backen,,,Thekla (erst nach Blick auf ihren Ofen),,,,,,,,"Must have für jeden Charakter. Rechts angegebener Preis ist pro Kuchen.
Bei Honig- und Apfelkuchen könnte Honig und Äpfel knapp werden",,,,,,,,,,,,"2 LP
Apfelkuchen: 250 Gold
Fleischkuchen: 500 Gold
Pilzkuchen: 750 Gold
Fisch- und Honigkuchen: 1000 Gold"
Kompott kochen,,,Cliff (In GD-Burg),,,,,,,,Must have für jeden Charakter,,,,,,,,,,,,"2x 5LP
10 m.Erz"
"Schmuck herstellen
(4 Stufen)",,,"1. Matteo (Stufe 1-3 nach Überbringen der Ringformen)
2. Notiz von Lord Ginnok in Kap. 5 (Stufe 4 wenn vorherige bekannt)",,,,,,,,--> klicke hier für Informationen <--,,,,,,,,,,,,8 / 10 / 15 LP
Alchemie-Fertigkeiten,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Name der Fertigkeit,,,Lehrer,,,,,Rezept,,,,Beschreibung,,,,,,,,,,,Kosten
,,,,,,,,,,,,,,,,,,,,,,,
Reiner Alkohol,,,"1. Gin zu Alkohol (Rezept verkauft Constantino)
2. Grog zu Alkohol (Rezept verkauft Fisk)
3. Rum zu Alkohol (Rezept verkauft Samuel)",,,,,"1. 2x Gin
2. 2x Grog
3. 2x Rum",,,,"Must have. Einfache Intelligenz-Quelle durch Alchemie und Alkohol für Tränke (der einzeln gekauft recht teuer ist).
Am günstigsten mit Grog.",,,,,,,,,,,nur Gold
,,,,,,,,,,,,,,,,,,,,,,,
"Essenz / Extrakt / Elixier
der Heilung",,,"Constantino(Muss Lehrling sein oder Quest ""Erster Trank"" machen)
Sagitta (nach Quest Sonnen-Aloe)
Ignaz",,,,,"1x reiner Alkohol, 1x Serafis
1x Heilpflanze / -kraut / -wurzel",,,,"Heiltrank wird für Lebensfülle benötigt.
Magiern können Heilzauber / gefundene Tränke reichen.",,,,,,,,,,,3/4/5LP
,,,,,,,,,,,,,,,,,,,,,,,
"Essenz / Extrakt / Elixier
des Manas",,,"Constantino(Muss Lehrling sein oder Quest ""Erster Trank"" machen)
Sagitta (nach Quest Sonnen-Aloe)
Ignaz",,,,,"1x reiner Alkohol, 1x Serafis
1x Feuerpflanze / -kraut / -wurzel",,,,"Manatrank wird für Fülle benötigt, die Magier brauchen.
Krieger können überlegen ob gefundene Tränke reichen.",,,,,,,,,,,3/4/5LP
,,,,,,,,,,,,,,,,,,,,,,,
Elixier aus Blutfliegen-Stacheln,,,"Rezept verkauft Salandril ab Kap. 2,",,,,,"2x reiner Alkohol, 5x Blutfliegen-Stachel,
1x Heilpflanze, 1x Feldklee,
2x Serafis",,,,"Alternative zum Heiltrank,
heilt prozentual mehr und grundsätzlich weniger",,,,,,,,,,,"2000
Gold"
,,,,,,,,,,,,,,,,,,,,,,,
Lebensfülle,,,"Rezept fällt von Cor Kalom im Assassinenwald
(Muss Heiltrank herstellen können)",,,,,"1x reiner Alkohol, 1x Feldklee,
3x Heilessenz, 1x Serafis",,,,"Lohnt sich zu machen, nützlich in Dungeons",,,,,,,,,,,----
Manafülle,,,"Rezept fällt von Im'Arah in der Adanos-Wüste
(Muss Manatrank herstellen können)",,,,,"1x reiner Alkohol, 1x Feldklee,
3x Manaessenz, 1x Serafis",,,,"Lohnt sich zu machen, nützlich in Dungeons",,,,,,,,,,,----
"Elixier reiner Energie
 (kombinierte HP- und Manafülle)",,,"Rezept erhält Constantinos Lehrling nach Zugang zu seinem Keller.
(Benötigt Kap. 3, Level 40 und 100 Alchemie-Punkte)",,,,,"1x Lebensfülle, 1x Manafülle,
1x reiner Alkohol, 1x Feldklee,
1x Serafis",,,,"Lohnt sich zu machen, nützlich in Dungeons",,,,,,,,,,,----
Ausdauertrank,,,"Constantino, Sagitta, Ignaz",,,,,"1x reiner Alkohol, 1x Serafis,
1x Feldklee",,,,Beste Option für kostenloses Lernen als Constantinos Lehrling. Regeneriert 50% Ausdauer,,,,,,,,,,,3LP
"Ausdauer-Elixier
(+10 Ausdauer)",,,"Constantino, Sagitta",,,,,"1x reiner Alkohol, 1x Trollkraut",,,,"Must have für jede Klasse. Elixier benötigt keinen Königssauerklee,
daher kann man alle Trollkräuter dafür verwenden.",,,,,,,,,,,6LP
Lebenselixier (+20 HP),,,"Constantino (nach Lehrlingsbeitritt oder Quest ""Erster Trank"")",,,,,"1x reiner Alkohol, 3x Heilwurzel,
1x Königssauerklee",,,,"Wenn wir mehr als 200 LP für HP-Lernen ausgeben können
ist Lebenselixier die rentabelste Option.
Ab 1000 HP verdoppeln sich HP-Lernkosten, während
Stärke / Geschick / Mana-Kosten gleich bleiben.",,,,,,,,,,,20LP
Stärke-Elixier (+2 Stärke),,,"Constantino (nach Lehrlingsbeitritt oder Quest ""Erster Trank"")",,,,,"1x reiner Alkohol, 1x Drachenwurzel,
1x Königssauerklee",,,,Optional bei Stärke-Charakteren. Weniger Wurzeln als Sauerklee vorhanden.,,,,,,,,,,,20LP
"Geschicklichkeits-Elixier
(+2 Geschick)",,,Sagitta,,,,,"1x reiner Alkohol, 1x Goblin-Beere,
1x Königssauerklee",,,,Optional bei Geschicklichkeits-Charakteren. Weniger Beeren als Sauerklee vorhanden.,,,,,,,,,,,20LP
Geist-Elixier (+4 Mana),,,Sagitta,,,,,"1x reiner Alkohol, 3x Feuerwurzel,
1x Königssauerklee",,,,"Must have für Magier, wenn wir kein Lebenselixier machen",,,,,,,,,,,20LP
Amun-Su (+8 Mana),,,"Nach Rezept aus Schatzkammer und Erlernen normaler Manaessenz zu Neoras gehen
(Über 60 Alchemie benötigt)",,,,,"1x Feuerwurzel, 1x Skelett-Knochen,
1x Aquamarin, 1x schwarze Perle,
1x Feuerechsen-Zunge,
1x Sumpfkraut, 1x Lurker-Kiefer,
1x Steingolem-Herz,
1x Lurker-Ei, 1x Königssauerklee",,,,"Must have.
Denk daran Grom nach Ei-Abgabe zu schlagen. Lurker-Eier werden für Schmuck-Verbesserung auf +5 benötigt
(Verbesserung ist standardmäßig deaktiviert, wenn du es nicht in gothic.ini aktiviert hast, kannst du alle Eier ausgeben)",,,,,,,,,,,8LP
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Geist-Elixier (+2 Int),,,Rezept verkauft Cronos in Jharkendar,,,,,"1x reiner Alkohol, 3x Feldlurker-Kopf, 1x Sumpfkraut, 1x Feldklee",,,,"Must have für Magier und Krieger die Intelligenz nutzen
(Dunkler Ritter, Paladin, Tempelwächter, Schamane, Druide)",,,,,,,,,,,"3000
Gold"
"Balsam der Vorsehung
(+3 Mana)",,,Verkauft Constantino,,,,,"2x Weintrauben, 2x Sumpfkraut,
1x Feuerechsen-Zunge, 1x Rum",,,,"Must have für Magier.
Alle Weintrauben dafür ausgeben wenn wir Magiergilde sind",,,,,,,,,,,"2500
Gold"
"Wein des Vergessens
(+12 HP)",,,Verkauft Salandril,,,,,"3x Weintraube, 2x Dämonenherz,
3x Feldklee",,,,"Must have für Nicht-Magier.
Alle Weintrauben dafür ausgeben wenn wir kein Mana brauchen",,,,,,,,,,,"2000
Gold"
Embarla Firgasto,,,Rezept im Dunkelnovizen-Raum auf Irdorath,,,,,"1x Schwefel, 1x schwarze Perle,
9x Drachenei",,,,"Nach Eier-Sammeln in Khorinis können wir 3 davon machen
Gibt die Statistik von der wir am meisten haben.",,,,,,,,,,,----
Sturz-Schutztrank,,,Rezept verkauft Samuel in Jharkendar,,,,,"1x reiner Alkohol, 15x Blutfliegen-Flügel, 1x Unkraut, 1x Feldklee",,,,Rezept lohnt sich nur wenn wir 2000 Gold für 1 Int zahlen wollen.,,,,,,,,,,,"2000
Gold"
Beschleunigungstrank,,,"Constantino, Sagitta, Ignaz",,,,,"1x reiner Alkohol, 1x Stachelkraut,
1x Feldklee",,,,"Unrentabel. Gibt 2 Minuten kostenlosen normalen Sprint.
In Kap. 3-4 erhalten wir kostenloses Schwarzer-Schnapper-Rezept.",,,,,,,,,,,3LP
Doppel-Beschleunigungstrank,,,"Constantino, Sagitta",,,,,"1x reiner Alkohol,
1x Beschleunigungstrank,
1x Feldklee",,,,"Unrentabel. Gibt 4 Minuten kostenlosen normalen Sprint.
In Kap. 3-4 erhalten wir kostenloses Schwarzer-Schnapper-Rezept.",,,,,,,,,,,5LP
Schwarzer Schnapper,,,Rezept liegt in Ahirons Truhe in neuen Gebieten und vom Boss im Wüstenturm,,,,,"1x reiner Alkohol, 1x Schwarzschnapper-Leber, 1x Grog, 1x Feldklee",,,,"Einziger Geschwindigkeitstrank der sich lohnt, Zutaten sind allgemein verfügbar.",,,,,,,,,,,----
